"y1" "times" "id"
"1" 3.1197310298966 0.208333333333333 1
"2" 0.983225518698807 0.25 1
"3" 1.25773786014297 1.33333333333333 1
"4" 0.638389169911225 1.5 1
"5" -2.20591284928511 2.08333333333333 1
"6" -1.9651487803421 2.20833333333333 1
"7" -1.97255130002838 3.16666666666667 1
"8" -0.770237663264125 3.20833333333333 1
"9" -1.33014948961677 4.08333333333333 1
"10" -0.528935788956755 4.375 1
"11" -1.52597835368331 5.16666666666667 1
"12" -1.63239699236563 5.375 1
"13" -2.96587095484695 6.20833333333333 1
"14" -2.39675832195992 6.25 1
"15" 2.60019810669444 7.25 1
"16" 1.33364584381775 7.5 1
"17" 5.87640432362561 8.04166666666667 1
"18" 3.53209123100839 8.125 1
"19" 5.62735018907303 9.33333333333333 1
"20" 6.10758058038634 9.5 1
"21" 4.84939431295926 10.0833333333333 1
"22" 4.19004759987592 10.5 1
"23" 3.72226158755797 11.2083333333333 1
"24" 1.33283055116772 11.2916666666667 1
"25" -2.01478131498711 12.25 1
"26" -1.76963901238619 12.4166666666667 1
"27" -5.35856336065265 13.25 1
"28" -4.7334415877679 13.5 1
"29" -5.04485345518491 14.2083333333333 1
"30" -4.81647902054447 14.3333333333333 1
"31" -2.29731337594156 15.1666666666667 1
"32" -3.05677331687969 15.4583333333333 1
"33" -3.42704923791674 16.3333333333333 1
"34" -2.94668437887978 16.5 1
"35" -2.89428930961177 17.125 1
"36" -1.73380857699597 17.3333333333333 1
"37" 0.233055173827333 18.0416666666667 1
"38" 1.14885240912581 18.4166666666667 1
"39" 3.79350354383932 19.25 1
"40" 3.36314750990822 19.5 1
"41" 4.46553597457526 20.25 1
"42" 6.45822918024383 20.2916666666667 1
"43" 7.32164168775825 21.1666666666667 1
"44" 7.35600962241507 21.25 1
"45" 5.6508487859612 22.25 1
"46" 5.0985106918991 22.4166666666667 1
"47" 1.47585594092964 23.2083333333333 1
"48" 1.5778642297813 23.2916666666667 1
"49" -0.808962541501744 24.0416666666667 1
"50" -1.97456837221266 24.125 1
"51" -7.03320833924056 25.2916666666667 1
"52" -8.11071965521962 25.375 1
"53" -7.26262404846383 26.0416666666667 1
"54" -4.42668480694608 26.2083333333333 1
"55" -4.91605599786852 27.0416666666667 1
"56" -3.06237832569054 27.4166666666667 1
"57" 1.09627521553787 28.2083333333333 1
"58" 4.18809202290297 28.2916666666667 1
"59" 6.83654499254788 29.2916666666667 1
"60" 7.10673572052064 29.4166666666667 1
"61" 9.67062083597872 30.2083333333333 1
"62" 9.54805540552695 30.375 1
"63" 11.1131231256827 31.2916666666667 1
"64" 8.46291615623086 31.375 1
"65" 6.80219714552468 32.375 1
"66" 6.34006940355708 32.4166666666667 1
"67" 2.36667987287784 33.2083333333333 1
"68" 3.10876165831206 33.3333333333333 1
"69" -1.52557971587545 34.3333333333333 1
"70" -1.46047904334443 34.4583333333333 1
"71" -3.53569742401388 35.3333333333333 1
"72" -4.25765707954272 35.4166666666667 1
"73" -2.47637195219665 36.0833333333333 1
"74" -2.77395606566721 36.2916666666667 1
"75" -4.90509518865166 37.2083333333333 1
"76" -4.52864641386076 37.4583333333333 1
"77" -1.65729693029552 38.2083333333333 1
"78" -1.90524834724365 38.4583333333333 1
"79" -0.568094900851993 39.2916666666667 1
"80" -1.44776220269993 39.3333333333333 1
"81" 0.366251158475572 40.1666666666667 1
"82" 0.288231241100735 40.4166666666667 1
"83" 1.84881285357431 41.3333333333333 1
"84" 1.5050866637073 41.5 1
"85" 2.40808899779949 42.2916666666667 1
"86" 4.08936187169005 42.4166666666667 1
"87" 5.04912496223663 43.1666666666667 1
"88" 3.31390267775988 43.2916666666667 1
"89" 1.90673161967218 44.0416666666667 1
"90" 2.05976538583058 44.4166666666667 1
"91" 0.606328634628949 45.25 1
"92" 0.19377965597919 45.2916666666667 1
"93" -3.94770586758371 46.4166666666667 1
"94" -3.70366965218793 46.5 1
"95" -3.7972462511716 47.0416666666667 1
"96" -4.5588680890088 47.3333333333333 1
"97" -6.46200542692916 48.2916666666667 1
"98" -4.19001195470604 48.375 1
"99" -4.27835465149892 49.125 1
"100" -2.66151854361644 49.1666666666667 1
"101" -3.50276151139194 50.0833333333333 1
"102" -3.23600387931788 50.375 1
"103" -1.90260274184444 51.0833333333333 1
"104" -2.21704171624036 51.2083333333333 1
"105" 1.23689215377478 52.2916666666667 1
"106" 1.18240277910235 52.4166666666667 1
"107" 0.501884583464992 53.1666666666667 1
"108" 2.97195714387852 53.2083333333333 1
"109" 2.51550114223868 54.1666666666667 1
"110" 1.59338370075981 54.2083333333333 1
"111" 2.03710630448201 55.3333333333333 1
"112" 1.32557345245607 55.375 1
"113" -0.469256844598621 56.0416666666667 1
"114" -0.333214951219692 56.25 1
"115" 2.3200539533957 57.0833333333333 1
"116" 2.40611124091331 57.4166666666667 1
"117" 3.06297914566058 58.2083333333333 1
"118" 2.71979518192582 58.3333333333333 1
"119" 4.14439807946997 59.0416666666667 1
"120" 3.70598407914695 59.2083333333333 1
